List of nonzero CGCs for S x S' => S'', alpha
Q(M)	Q(M')	Q(M'')	CGC
19	14	250	-0.408248290463863
16	16	251	0.816496580927726
19	15	251	0.288675134594813
20	14	251	-0.500000000000000
17	11	252	0.999999999999999
17	12	253	0.632455532033675
18	11	253	0.774596669241483
17	13	254	0.316227766016838
18	12	254	0.774596669241483
19	11	254	0.547722557505166
18	13	255	0.547722557505166
19	12	255	0.774596669241483
20	11	255	0.316227766016838
19	13	256	0.774596669241483
20	12	256	0.632455532033675
20	13	257	1.000000000000000
17	14	258	1.000000000000000
17	15	259	0.500000000000000
18	14	259	0.866025403784439
18	15	260	0.707106781186547
19	14	260	0.707106781186547
19	15	261	0.866025403784438
20	14	261	0.500000000000000
20	15	262	1.000000000000000
17	16	263	0.999999999999999
18	16	264	1.000000000000000
19	16	265	1.000000000000000
20	16	266	1.000000000000000
11	17	267	1.000000000000001
11	18	268	0.999999999999999
11	19	269	0.632455532033676
12	18	269	0.547722557505166
13	17	269	-0.547722557505167
12	17	270	1.000000000000001
12	18	271	0.707106781186548
13	17	271	0.707106781186548
13	18	272	1.000000000000000
12	19	273	0.774596669241483
14	18	273	0.516397779494322
15	17	273	-0.365148371670111
13	19	274	0.774596669241483
15	18	274	0.365148371670111
16	17	274	-0.516397779494322
14	17	275	1.000000000000001
14	18	276	0.577350269189626
15	17	276	0.816496580927726
15	18	277	0.816496580927726
16	17	277	0.577350269189626
16	18	278	1.000000000000000
14	19	279	0.894427190999916
17	18	279	0.387298334620741
18	17	279	-0.223606797749979
15	19	280	0.894427190999916
18	18	280	0.316227766016838
19	17	280	-0.316227766016838
16	19	281	0.894427190999916
19	18	281	0.223606797749979
20	17	281	-0.387298334620742
17	17	282	1.000000000000000
17	18	283	0.500000000000000
18	17	283	0.866025403784439
18	18	284	0.707106781186547
19	17	284	0.707106781186547
19	18	285	0.866025403784439
20	17	285	0.500000000000000
20	18	286	1.000000000000000
17	19	287	0.999999999999999
18	19	288	0.999999999999999
19	19	289	1.000000000000000
20	19	290	1.000000000000000
11	20	291	1.000000000000000
12	20	292	1.000000000000000
13	20	293	1.000000000000000
14	20	294	1.000000000000000
15	20	295	1.000000000000000
16	20	296	1.000000000000000
17	20	297	1.000000000000000
18	20	298	1.000000000000000
19	20	299	1.000000000000000
20	20	300	1.000000000000000
